duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,n_beats,n_bars,processing,genre,genre_val
181431,False,47,Redeyes,Broken Soul,0.699,0.409,1,-11.486,0.0412,0.303,0.936,0.107,0.624,120.012,4.0,352.0,89.0,2.36741214057508,idm,10
210333,False,42,Soró Silva,To na Roça,0.678,0.659,0,-4.049,0.0508,0.155,0.0,0.103,0.913,185.993,4.0,651.0,163.0,3.349056603773585,forro,8
230198,False,0,Piano Sunday,Relaxing Piano Scores: Disney Love Songs,0.443,0.125,5,-18.656,0.0321,0.986,0.969,0.114,0.119,74.994,4.0,280.0,69.0,1.2793053545586106,disney,7
128808,False,28,xJ-Will,Key Credit,0.56,0.608,4,-10.792,0.0319,0.00224,0.879,0.0786,0.311,94.971,4.0,203.0,49.0,0.916010498687664,study,19
210266,False,0,西卿,西卿台語經典,0.429,0.291,10,-11.649,0.0257,0.668,1.66e-05,0.336,0.542,79.106,4.0,270.0,67.0,0.7573891625615764,mandopop,16
248375,False,4,BCee;Logistics;Becca Jane Grey,Liquicity Festival 2022,0.561,0.866,6,-2.858,0.0403,0.000853,0.84,0.0374,0.247,174.067,4.0,710.0,177.0,1.1709531013615733,idm,10
352816,False,20,VNV Nation,Praise the Fallen,0.537,0.863,10,-8.065,0.029,0.000654,0.00106,0.162,0.29,128.971,4.0,751.0,188.0,0.7573891625615764,industrial,12
143800,False,34,Hot Rize,Hot Rize,0.583,0.522,11,-13.405,0.0336,0.43,0.159,0.104,0.915,120.657,4.0,268.0,68.0,0.7481162540365985,bluegrass,3
469612,False,52,Charlotte de Witte,Asura EP,0.731,0.902,11,-10.807,0.0511,0.0122,0.899,0.111,0.409,136.014,4.0,1063.0,266.0,0.7481162540365985,techno,20
209960,False,34,Cecilia Krull,"Can't take my eyes off you (Music from The Netflix Series ""La Casa de Papel"")",0.4,0.272,8,-7.913,0.0331,0.787,0.0,0.288,0.129,97.403,4.0,320.0,81.0,2.7259036144578315,spanish,18
262560,False,18,Hysteric Panic,666 (TRIPLE SICK'S),0.363,0.917,5,-5.257,0.169,0.000452,0.000195,0.335,0.288,160.87,4.0,691.0,172.0,1.2793053545586106,j-idol,15
268279,True,28,The Viper;Korsakoff,Temptation,0.566,0.963,0,-3.439,0.0903,0.132,4.57e-06,0.379,0.38,160.068,4.0,711.0,178.0,3.349056603773585,techno,20
332973,False,53,The Chemical Brothers,We Are The Night,0.867,0.714,4,-5.144,0.0662,0.0224,0.704,0.104,0.623,123.974,4.0,688.0,171.0,0.916010498687664,breakbeat,5
240400,False,12,Apollo 440,GO Music From The Motion Picture,0.624,0.972,11,-5.689,0.0677,0.00789,0.319,0.443,0.502,125.445,4.0,500.0,125.0,0.7481162540365985,breakbeat,5
248073,False,18,Dempagumi.Inc,愛が地球救うんさ!だってでんぱ組.incはファミリーでしょ,0.716,0.741,5,-5.956,0.0298,0.00214,3.91e-06,0.21,0.943,127.005,4.0,518.0,130.0,1.2793053545586106,j-idol,15
178666,False,25,The Grascals,The Famous Lefty Flynn's,0.649,0.797,4,-5.826,0.0365,0.532,0.00128,0.212,0.766,109.851,4.0,323.0,81.0,0.916010498687664,bluegrass,3
214040,False,0,Damageplan,Metal,0.486,0.944,7,-3.924,0.0552,5.25e-05,0.00931,0.103,0.573,108.799,4.0,385.0,95.0,4.067085953878407,industrial,12
405618,False,12,Larry Heard,Love's Arrival,0.787,0.568,5,-13.768,0.0677,0.000375,0.874,0.0858,0.72,105.992,4.0,714.0,178.0,1.2793053545586106,chicago-house,6
405773,False,0,Sonmi451,Nachtmuziek,0.518,0.159,9,-22.528,0.0568,0.927,0.921,0.285,0.294,119.886,4.0,801.0,200.0,1.343558282208589,idm,10
325120,False,29,Yonder Mountain String Band,Elevation,0.594,0.702,7,-8.474,0.0358,0.765,8.83e-05,0.106,0.741,135.353,4.0,716.0,181.0,4.067085953878407,bluegrass,3
345365,False,46,Colyn;Maurits Colijn,Bridges In The Sky,0.751,0.729,11,-9.282,0.0389,0.101,0.918,0.113,0.641,122.988,4.0,703.0,176.0,0.7481162540365985,techno,20
229826,False,0,Plone,For Beginner Piano,0.579,0.399,1,-7.989,0.0259,0.418,0.00499,0.11,0.273,97.978,4.0,368.0,91.0,2.36741214057508,idm,10
256133,False,40,Phil Wickham,House Of The Lord,0.495,0.789,10,-4.139,0.0348,0.0199,0.0,0.126,0.286,86.019,4.0,363.0,91.0,0.7573891625615764,forro,8
176326,True,40,Nucleya,Bass Rani,0.684,0.832,7,-7.19,0.138,0.000363,0.232,0.0978,0.403,195.962,4.0,576.0,145.0,4.067085953878407,indian,11
85835,False,2,frek!,recursive squares,0.588,0.361,8,-17.179,0.321,0.968,0.941,0.157,0.462,79.969,4.0,113.0,28.0,2.7259036144578315,study,19
195121,False,0,Ava Max;Until Dawn,Dance Dance Dance,0.614,0.894,1,-5.627,0.0328,0.00014,0.000308,0.263,0.444,122.951,4.0,395.0,98.0,2.36741214057508,breakbeat,5
170053,False,61,Estopa,¿La Calle Es Tuya?,0.733,0.392,9,-8.906,0.0624,0.503,0.0,0.209,0.423,133.919,4.0,373.0,93.0,1.343558282208589,spanish,18
284560,False,15,Frankie Knuckles;Adeva,Welcome To The Real World,0.701,0.79,0,-10.226,0.0369,0.0101,0.000237,0.142,0.851,120.506,4.0,568.0,143.0,3.349056603773585,chicago-house,6
194390,False,30,Chez Damier;MK,We Love House - The Anthems,0.678,0.616,9,-11.698,0.0376,0.00326,4.33e-05,0.166,0.557,123.347,4.0,399.0,99.0,1.343558282208589,chicago-house,6
229866,False,48,Nine Inch Nails,The Fragile,0.473,0.748,0,-8.052,0.0381,0.00411,0.889,0.0871,0.352,150.048,5.0,571.0,141.0,3.349056603773585,industrial,12
73293,False,25,Samuca e a Selva,Ditados Populares Dançantes,0.596,0.358,1,-13.075,0.0366,0.221,0.00233,0.19,0.606,81.112,3.0,96.0,32.0,2.36741214057508,afrobeat,1
175480,False,26,Kinderen voor Kinderen,41 - En toen?,0.649,0.466,5,-4.675,0.0252,0.0838,0.0,0.129,0.471,94.978,4.0,274.0,68.0,1.2793053545586106,disney,7
301406,False,0,Fast Eddie;20 Fingers,Doggy Style,0.872,0.959,8,-2.895,0.0769,0.0154,0.0812,0.108,0.917,128.991,4.0,648.0,161.0,2.7259036144578315,chicago-house,6
260877,False,20,Calle 13;Julian Assange;Tom Morello;Kamilya Jubran,"Multi-Viral (feat. Julian Assange, Tom Morello & Kamilya Jubran)",0.501,0.963,6,-3.768,0.265,0.0516,0.0,0.307,0.656,165.128,4.0,714.0,180.0,1.1709531013615733,afrobeat,1
175862,False,50,Tokyo Machine;The Boys,THE BOYS (Theme Song),0.607,0.874,6,-4.497,0.0518,0.0112,0.872,0.137,0.88,145.044,4.0,417.0,105.0,1.1709531013615733,j-dance,14
230760,False,36,Humberto & Ronaldo;Gusttavo Lima;Jorge & Mateus,Eu Vou Conta Procêis (Ao Vivo),0.709,0.714,0,-9.004,0.0969,0.302,0.0,0.518,0.856,112.815,4.0,433.0,109.0,3.349056603773585,forro,8
256026,False,59,Faye Wong,唱遊,0.554,0.408,0,-10.609,0.0317,0.27,6.53e-06,0.26,0.17,111.821,4.0,470.0,117.0,3.349056603773585,mandopop,16
182253,False,18,Entombed,Uprising,0.22,0.874,7,-4.389,0.0583,3.74e-06,0.836,0.14,0.211,107.561,4.0,327.0,80.0,4.067085953878407,black-metal,2
245381,False,21,Dub Pistols;Gregory Isaacs;Rodney P,Rum & Coke,0.724,0.594,1,-8.605,0.278,0.0559,0.000126,0.372,0.657,170.078,4.0,694.0,172.0,2.36741214057508,breakbeat,5
204638,False,17,Angeloh,Highway,0.581,0.491,1,-7.539,0.111,0.281,0.0,0.0943,0.877,126.273,5.0,361.0,89.0,2.36741214057508,afrobeat,1
340141,False,15,Ametsub,Café del Mar ChillWave 3,0.622,0.459,6,-15.283,0.0449,0.0813,0.111,0.106,0.331,135.033,4.0,753.0,190.0,1.1709531013615733,idm,10
223426,False,49,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),0.511,0.774,11,-5.192,0.139,0.019,1.19e-06,0.478,0.712,123.061,4.0,446.0,111.0,0.7481162540365985,industrial,12
351085,False,25,S3RL,Old Skool Masters - S3RL,0.576,0.983,1,-8.444,0.0991,0.00123,0.0944,0.557,0.244,174.966,4.0,1012.0,255.0,2.36741214057508,happy,9
151506,False,23,Reno & Smiley,"Love, Oh Please Come Home",0.555,0.502,2,-9.414,0.0266,0.198,0.000399,0.0573,0.786,109.428,4.0,264.0,64.0,3.70048309178744,bluegrass,3
189146,False,54,EMMA WAHLIN,Make A Move,0.822,0.591,9,-6.615,0.0515,0.0133,0.147,0.114,0.384,124.015,4.0,387.0,97.0,1.343558282208589,j-dance,14
166153,False,44,Axonn,Jiyein Kyun (Bollywood Lo-Fi;Chill;Remix),0.537,0.535,1,-7.336,0.0372,0.139,1.54e-06,0.137,0.113,129.951,4.0,353.0,87.0,2.36741214057508,indian,11
266453,False,31,詹雅雯,詹雅雯 女人夢,0.645,0.533,11,-4.125,0.029,0.604,2.17e-06,0.305,0.593,114.959,4.0,508.0,127.0,0.7481162540365985,mandopop,16
84607,False,27,The Wiggles,The Wiggles Nursery Rhymes 2,0.399,0.727,9,-5.561,0.0423,0.00295,0.00694,0.0684,0.225,156.101,3.0,201.0,66.0,1.343558282208589,disney,7
341675,False,43,SKYND,John Wayne Gacy,0.552,0.699,2,-5.79,0.0583,0.0171,4.27e-05,0.141,0.157,111.043,4.0,618.0,157.0,3.70048309178744,industrial,12
147598,False,50,Maneva,Mundo Novo,0.786,0.525,11,-7.373,0.13,0.14,0.0,0.199,0.686,130.077,4.0,314.0,78.0,0.7481162540365985,brazil,4
508110,False,37,Hozho,Troubles in Paradise,0.747,0.72,7,-7.876,0.0482,0.00832,0.621,0.0851,0.206,127.006,4.0,1071.0,268.0,4.067085953878407,techno,20
195800,False,48,Jay Chou,范特西,0.602,0.373,2,-9.13,0.0326,0.393,0.0,0.269,0.358,174.035,3.0,549.0,181.0,3.70048309178744,mandopop,16
233871,False,1,Fast Eddie,Pump It,0.926,0.708,9,-9.785,0.0429,0.0016,0.0106,0.0497,0.956,128.08,4.0,496.0,124.0,1.343558282208589,chicago-house,6
312789,False,0,Jaleh Negari,Weaver ~,0.608,0.597,6,-15.235,0.0468,0.925,0.552,0.364,0.375,123.017,4.0,628.0,156.0,1.1709531013615733,iranian,13
223046,False,12,Telefon Tel Aviv,Fahrenheit Fair Enough,0.719,0.823,11,-9.629,0.179,0.0475,0.732,0.116,0.209,119.952,4.0,442.0,109.0,0.7481162540365985,idm,10
312240,False,17,Desaster,The Arts of Destruction,0.116,0.994,8,-4.908,0.167,6e-06,0.0255,0.416,0.0383,163.551,4.0,770.0,192.0,2.7259036144578315,black-metal,2
190312,False,41,Tokyo Machine;Guy Arthur,GET UP,0.776,0.934,1,-4.133,0.159,0.00717,0.168,0.32,0.619,127.979,4.0,404.0,100.0,2.36741214057508,j-dance,14
221250,False,25,Kyary Pamyu Pamyu,原宿いやほい,0.662,0.975,7,-0.544,0.0318,0.063,0.0111,0.148,0.806,127.995,4.0,458.0,113.0,4.067085953878407,j-idol,15
214967,False,12,Luke Vibert,Luke Vibert presents Rave Hop,0.859,0.777,3,-3.168,0.0384,0.0553,0.012,0.673,0.967,97.995,4.0,348.0,86.0,1.7389162561576357,idm,10
252413,False,36,Mägo de Oz,"Hechizos, pócimas y brujería",0.578,0.918,7,-3.663,0.0333,0.00769,6.2e-05,0.333,0.683,119.955,4.0,496.0,123.0,4.067085953878407,spanish,18
204986,False,46,David Tao,黑色柳丁,0.622,0.421,1,-7.113,0.0371,0.179,2.04e-06,0.196,0.513,169.92,4.0,561.0,140.0,2.36741214057508,mandopop,16
244066,False,23,Yume Miru Adolescence,5(Speical Edition),0.518,0.979,10,-1.109,0.139,0.0635,4.73e-06,0.286,0.671,164.989,4.0,658.0,165.0,0.7573891625615764,j-idol,15
134453,False,35,Raí Saia Rodada;Breno & Caio Cesar,Raí Saia Rodada - Saia Paradise - Áudio DVD,0.596,0.93,2,-3.745,0.068,0.722,0.0,0.165,0.875,160.193,4.0,356.0,90.0,3.70048309178744,forro,8
268181,False,16,Samuca e a Selva,Coragem,0.802,0.644,9,-6.115,0.0511,0.0866,2.38e-06,0.529,0.813,124.029,4.0,547.0,137.0,1.343558282208589,afrobeat,1
256360,False,10,Nobukazu Takemura,Songbook,0.549,0.466,1,-14.512,0.0282,0.0572,0.858,0.214,0.374,111.91,4.0,476.0,119.0,2.36741214057508,idm,10
214280,False,44,Jitendra Thankur;Shomu Seal,Relax with Bollywood Instrumentals,0.711,0.353,5,-12.572,0.0276,0.861,0.863,0.104,0.357,120.022,4.0,416.0,104.0,1.2793053545586106,indian,11
250200,False,23,Subhira,Transubhiriano Americano,0.555,0.623,2,-7.464,0.0916,0.258,8.17e-05,0.259,0.464,90.922,4.0,380.0,96.0,3.70048309178744,afrobeat,1
225706,False,27,Snake River Conspiracy,Sonic Jihad,0.566,0.97,5,-4.129,0.0841,0.00106,0.553,0.289,0.56,93.005,4.0,346.0,86.0,1.2793053545586106,industrial,12
283791,True,40,Behemoth,Opvs Contra Natvram,0.411,0.937,4,-5.001,0.0571,1.94e-05,0.0245,0.153,0.225,110.972,3.0,503.0,167.0,0.916010498687664,black-metal,2
237106,False,14,Freddy Fresh,Badder Badder Schwing,0.753,0.685,9,-9.502,0.0376,0.00376,0.812,0.087,0.884,127.886,4.0,503.0,125.0,1.343558282208589,breakbeat,5
180333,False,26,The Bluegrass Album Band,"The Bluegrass Album, Vol. 2",0.495,0.537,11,-11.941,0.0321,0.423,0.00335,0.3,0.944,128.607,4.0,374.0,93.0,0.7481162540365985,bluegrass,3
281400,False,25,Taproot,Welcome,0.582,0.804,0,-4.905,0.0532,0.000985,0.109,0.0957,0.266,120.225,3.0,560.0,186.0,3.349056603773585,industrial,12
403565,False,18,Tony Faline,"The Funk, Vol. 4",0.771,0.455,0,-6.997,0.0602,0.000443,0.217,0.0513,0.0497,134.964,4.0,896.0,223.0,3.349056603773585,breakbeat,5
307400,False,44,Bentley Rhythm Ace,BRA,0.7,0.935,10,-8.774,0.0408,0.0456,0.831,0.347,0.811,103.984,4.0,524.0,133.0,0.7573891625615764,breakbeat,5
367799,True,47,Sabotage;DJ Cia,Sabotage,0.649,0.748,6,-7.203,0.313,0.661,0.0,0.172,0.833,82.834,4.0,505.0,126.0,1.1709531013615733,brazil,4
326849,False,0,Tension Prophecy,Asylum of Humanity,0.155,0.841,10,-4.726,0.0526,0.000911,0.862,0.0676,0.173,88.524,4.0,509.0,128.0,0.7573891625615764,iranian,13
162624,False,47,Max e Luan,4G,0.796,0.888,7,-2.813,0.0346,0.0335,0.0,0.329,0.828,126.017,4.0,337.0,83.0,4.067085953878407,forro,8
200920,True,0,Anaal Nathrakh,Vanitas,0.292,0.67,6,-2.811,0.133,3.66e-05,0.315,0.326,0.0972,129.871,4.0,428.0,107.0,1.1709531013615733,black-metal,2
261213,False,23,Enslaved,Utgard,0.316,0.908,1,-8.746,0.0489,8.26e-05,0.241,0.12,0.564,177.052,4.0,763.0,192.0,2.36741214057508,black-metal,2
223920,False,8,Armando,100 % of Disin U - Remixes,0.969,0.664,4,-8.638,0.327,0.0114,0.351,0.0778,0.736,127.097,4.0,473.0,119.0,0.916010498687664,chicago-house,6
267573,False,28,Nickel Creek,This Side,0.822,0.294,2,-11.395,0.0641,0.231,0.000519,0.0515,0.685,120.094,4.0,532.0,132.0,3.70048309178744,bluegrass,3
152800,False,33,The Bluegrass Album Band,The Bluegrass Album,0.417,0.592,10,-13.715,0.0361,0.381,0.00153,0.276,0.965,153.16,4.0,371.0,92.0,0.7573891625615764,bluegrass,3
312657,True,0,Out of Nowhere,Man Made Disaster,0.498,0.862,1,-2.344,0.0528,0.000173,0.0,0.0778,0.398,125.005,4.0,643.0,161.0,2.36741214057508,iranian,13
286320,False,62,Nujabes,Luv(sic) Hexalogy,0.906,0.677,1,-5.558,0.215,0.437,0.0272,0.652,0.869,93.016,4.0,440.0,109.0,2.36741214057508,study,19
245720,False,22,Entombed,"To Ride, Shoot Straight and Speak the Truth",0.179,0.994,8,-5.352,0.191,0.000316,0.916,0.0885,0.0398,138.382,4.0,560.0,143.0,2.7259036144578315,black-metal,2
331640,False,45,O Rappa,Nunca Tem Fim (Standard),0.555,0.921,10,-5.541,0.104,0.253,3.31e-06,0.101,0.814,177.986,4.0,980.0,247.0,0.7573891625615764,brazil,4
419973,False,8,Rei Harakami,red curb,0.699,0.525,3,-14.188,0.0576,0.0178,0.857,0.141,0.359,128.948,4.0,891.0,223.0,1.7389162561576357,idm,10
518638,False,10,Frankie Knuckles;Director's Cut;Eric Kupper;Sybil,The Director's Cut Collection,0.655,0.638,9,-7.4,0.0366,0.00109,0.00388,0.496,0.464,123.988,4.0,1064.0,266.0,1.343558282208589,chicago-house,6
203360,False,49,Adhemar De Campos;Orquestra Filarmônica de São Caetano do Sul,Comunhão e Adoração 6 (Acústico Ao Vivo),0.184,0.401,0,-10.391,0.0296,0.753,1.2e-06,0.608,0.265,168.074,3.0,564.0,187.0,3.349056603773585,brazil,4
92264,True,54,Dissection,Reinkaos,0.583,0.726,9,-8.623,0.036,0.00044,0.834,0.369,0.221,132.065,4.0,196.0,49.0,1.343558282208589,black-metal,2
254000,False,0,Parsa Shomali,Girih: Iranian Sound Artists,0.258,0.247,0,-17.379,0.0412,0.904,0.934,0.608,0.039,120.3,4.0,499.0,125.0,3.349056603773585,iranian,13
494000,False,13,Anenon,Tongue,0.16,0.168,2,-13.08,0.0363,0.977,0.934,0.175,0.0382,99.264,3.0,800.0,266.0,3.70048309178744,idm,10
125874,False,6,Timothy Infinite,Wavelines,0.743,0.399,2,-9.352,0.275,0.17,0.901,0.336,0.31,80.075,4.0,164.0,40.0,3.70048309178744,study,19
258725,True,15,Truchło Strzygi,Gwiezdny Demon,0.264,0.969,1,-5.12,0.166,8.81e-06,0.114,0.476,0.116,155.373,4.0,671.0,169.0,2.36741214057508,black-metal,2
275878,True,62,Natos y Waor;Recycled J,"Hijos de la ruina, vol. 3",0.887,0.65,8,-6.805,0.259,0.0167,0.00962,0.0989,0.389,115.988,4.0,519.0,130.0,2.7259036144578315,spanish,18
314440,False,66,Filter,Short Bus,0.48,0.588,2,-10.773,0.0339,0.00213,0.712,0.319,0.305,177.018,4.0,916.0,229.0,3.70048309178744,industrial,12
251253,False,0,Coti,Triste Hora,0.575,0.864,4,-5.321,0.0311,0.00871,0.000427,0.129,0.566,127.01,4.0,531.0,132.0,0.916010498687664,spanish,18
120066,False,19,Pia Allgaier;Pat Lawson,Die bunte Seite des Monds (Musik zum Netflix Film),0.292,0.181,3,-13.796,0.0461,0.925,5.6e-06,0.217,0.116,138.526,5.0,262.0,65.0,1.7389162561576357,disney,7
274821,False,10,Noisia;Joe Seven;MAACHINEN,The Resonance IV,0.761,0.605,8,-4.026,0.255,0.0229,0.834,0.101,0.207,171.922,4.0,779.0,198.0,2.7259036144578315,breakbeat,5
241040,False,48,S.H.E,SHERO,0.618,0.777,8,-5.954,0.0347,0.253,0.0,0.0665,0.708,150.048,4.0,594.0,148.0,2.7259036144578315,mandopop,16
241160,False,24,Mushroomhead,XX,0.391,0.897,4,-5.44,0.187,0.000786,0.824,0.277,0.317,83.587,4.0,333.0,83.0,0.916010498687664,industrial,12
238080,False,47,Cynthia Luz;Pedro Lotto;Froid,Do Caos ao Nirvana,0.483,0.777,6,-4.28,0.32,0.314,0.0,0.0914,0.512,124.19,4.0,435.0,111.0,1.1709531013615733,brazil,4
127058,False,37,Savage Bops,Temporality,0.563,0.46,0,-12.645,0.138,0.915,0.869,0.104,0.262,84.966,4.0,176.0,43.0,3.349056603773585,study,19
400293,False,21,Moonspell,Night Eternal (Extended Version),0.329,0.882,4,-7.455,0.0724,6.06e-06,0.928,0.676,0.073,134.722,4.0,890.0,223.0,0.916010498687664,black-metal,2
200520,False,32,CKY,"Camp Kill Yourself, Vol.1",0.337,0.898,7,-8.282,0.0369,0.000141,0.578,0.0895,0.614,136.864,4.0,457.0,113.0,4.067085953878407,industrial,12
107189,False,29,The Wiggles,Wiggle House!,0.652,0.491,2,-5.571,0.272,0.516,0.0,0.192,0.961,129.302,5.0,220.0,55.0,3.70048309178744,disney,7
204861,False,35,吳青峰;蜷川紅,馬拉美的星期二,0.698,0.707,0,-5.745,0.0499,0.115,9.33e-06,0.252,0.479,101.93,4.0,344.0,85.0,3.349056603773585,mandopop,16
197400,False,56,Pritam;Shashwat Singh;Antara Mitra;Arijit Singh,Brahmastra (Original Motion Picture Soundtrack),0.7,0.699,10,-4.193,0.0531,0.45,0.0,0.103,0.567,100.037,4.0,323.0,82.0,0.7573891625615764,indian,11
261240,False,23,La Cumbia Chicharra;Emilie Rambaud,Hijo de Tigre,0.595,0.633,1,-9.633,0.165,0.0172,0.209,0.0911,0.888,146.919,4.0,569.0,145.0,2.36741214057508,afrobeat,1
149600,False,41,Rishabh;Poorva Thakur;Enchant Music,"Maine tujhe Dekha, Jitni Tu Milti Jaaye (Jhoom)",0.656,0.47,7,-9.747,0.0439,0.849,0.0,0.456,0.538,144.0,4.0,351.0,87.0,4.067085953878407,indian,11
179750,False,27,Matt Large,A Wasteland Fairytale,0.566,0.622,11,-6.906,0.064,0.0175,0.917,0.0999,0.244,175.882,4.0,512.0,127.0,0.7481162540365985,study,19
430755,False,6,Joe Smooth;Groove Armada,Promised Land (Groove Armada Remix),0.779,0.694,11,-6.098,0.049,0.000167,0.135,0.0675,0.24,125.996,4.0,902.0,226.0,0.7481162540365985,chicago-house,6
258788,False,20,Kristen Anderson-Lopez;Robert Lopez,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),0.382,0.321,6,-11.959,0.0325,0.619,0.732,0.0464,0.124,124.186,4.0,527.0,133.0,1.1709531013615733,disney,7
252070,False,0,Ed Solo;Skool Of Thought;King Hydra,Random Acts of Kindness,0.797,0.975,11,-6.999,0.0441,0.00426,0.265,0.302,0.785,132.027,4.0,550.0,137.0,0.7481162540365985,breakbeat,5
298333,False,15,SubtractiveLAD,Where the Land Meets the Sky,0.146,0.127,0,-18.645,0.0378,0.97,0.912,0.0931,0.0339,72.578,3.0,359.0,118.0,3.349056603773585,idm,10
361281,False,45,Oliver Schories;Jan Blomqvist,Packard,0.507,0.615,1,-10.687,0.148,0.0202,0.521,0.115,0.142,122.89,4.0,722.0,183.0,2.36741214057508,techno,20
88848,False,0,ArtSaves,Empty Sounds,0.352,0.253,5,-19.563,0.0355,0.939,0.93,0.126,0.0819,140.762,5.0,204.0,49.0,1.2793053545586106,iranian,13
268600,False,65,Rammstein,Mutter,0.491,0.616,4,-6.53,0.0349,0.0152,0.00045,0.125,0.0824,116.145,4.0,513.0,129.0,0.916010498687664,industrial,12
227126,False,19,Pailhead,Trait (Deluxe Edition),0.62,0.936,4,-4.862,0.0851,0.0596,0.061,0.12,0.767,71.973,4.0,271.0,67.0,0.916010498687664,industrial,12
204117,False,0,Kenyaman,Mom & Dad,0.594,0.345,1,-10.097,0.172,0.243,0.0,0.103,0.215,79.136,4.0,266.0,67.0,2.36741214057508,j-dance,14
143360,False,8,Nathan Kawanishi;Kowrites,Tides,0.58,0.2,2,-10.884,0.217,0.933,0.856,0.0944,0.335,74.873,4.0,176.0,44.0,3.70048309178744,study,19
468760,False,31,Deluxe,Moustache Gracias,0.732,0.771,1,-6.278,0.248,0.356,0.0,0.2,0.86,92.121,4.0,712.0,178.0,2.36741214057508,spanish,18
201549,False,23,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),0.512,0.957,2,-3.479,0.0516,0.0674,0.0,0.328,0.784,177.961,4.0,595.0,149.0,3.70048309178744,happy,9
465889,False,9,Chez Damier;Carl Craig,I Never Knew Love,0.82,0.856,9,-11.262,0.0378,0.00298,0.113,0.0813,0.515,126.465,4.0,979.0,245.0,1.343558282208589,chicago-house,6
222716,True,29,Psychostick,We Couldn't Think of a Title,0.315,0.968,8,-4.161,0.155,0.00131,4.43e-06,0.426,0.349,178.767,4.0,663.0,167.0,2.7259036144578315,industrial,12
250706,False,38,QUEEN BEE,火炎(Full Edition),0.607,0.667,2,-6.866,0.0429,0.00739,0.000335,0.183,0.374,91.978,4.0,378.0,95.0,3.70048309178744,j-dance,14
74571,False,37,Lazy Leopard,Handprints,0.771,0.383,9,-11.246,0.0689,0.364,0.838,0.167,0.373,69.993,4.0,85.0,20.0,1.343558282208589,study,19
238293,False,22,QUEEN BEE,A -全国ツアー2017-,0.578,0.872,1,-5.737,0.0383,0.00119,5.72e-06,0.632,0.37,128.579,4.0,511.0,127.0,2.36741214057508,j-dance,14
293386,False,21,Los Amigos Invisibles,Arepa 3000,0.843,0.822,5,-6.455,0.0865,0.0221,0.0158,0.182,0.86,117.971,4.0,573.0,143.0,1.2793053545586106,afrobeat,1
371250,False,44,Kemuel;Rebeca Carvalho,Carta de Amor (Ao Vivo),0.322,0.632,6,-6.371,0.0364,0.0742,0.0,0.104,0.183,127.726,4.0,780.0,195.0,1.1709531013615733,brazil,4
241106,False,4,Guaraná,Éxitos del Pop en Español de los Años 2000,0.803,0.459,9,-6.243,0.0282,0.408,0.0,0.109,0.784,108.0,4.0,424.0,105.0,1.343558282208589,spanish,18
192986,True,50,Pain,Nothing Remains The Same,0.562,0.912,2,-4.461,0.0383,0.0032,0.0,0.115,0.55,120.021,4.0,384.0,95.0,3.70048309178744,industrial,12
398095,False,50,KAS:ST;Be No Rain;Tale Of Us,Hold Me To The Light,0.643,0.822,7,-9.29,0.0497,0.00363,0.749,0.13,0.0854,125.969,4.0,816.0,205.0,4.067085953878407,techno,20
362945,False,6,Mike Dunn,Defected Presents House Masters: Mike Dunn,0.753,0.816,1,-6.378,0.0306,1.84e-06,0.746,0.114,0.91,128.765,4.0,777.0,194.0,2.36741214057508,chicago-house,6
226506,False,44,PassCode,Ex libris PassCode,0.451,0.981,8,-1.659,0.111,0.000545,0.0045,0.318,0.329,97.98,4.0,359.0,88.0,2.7259036144578315,j-idol,15
201770,False,41,Huichol Musical,Mañana Que Ya No Estés,0.736,0.495,9,-5.128,0.0425,0.156,0.0,0.125,0.846,168.023,3.0,559.0,185.0,1.343558282208589,spanish,18
232973,False,49,Amelinha,Porta Secreta,0.421,0.653,9,-6.98,0.0487,0.318,0.0,0.377,0.409,133.596,4.0,507.0,126.0,1.343558282208589,forro,8
220840,False,19,李炳文,關不掉的聲音,0.554,0.345,6,-10.199,0.0268,0.749,0.0,0.11,0.168,107.625,4.0,388.0,97.0,1.1709531013615733,mandopop,16
168020,False,32,Obie Hans,Curious Shadows,0.768,0.27,7,-17.331,0.0743,0.725,0.931,0.11,0.285,160.062,4.0,445.0,111.0,4.067085953878407,study,19
330120,False,2,Chambao,Éxitos del Pop en Español de los Años 2000,0.57,0.874,4,-3.766,0.0529,0.0782,0.0645,0.0745,0.39,175.811,4.0,957.0,240.0,0.916010498687664,spanish,18
226270,False,0,David Bisbal,Carrete con besties,0.635,0.924,5,-4.856,0.0546,0.153,2.63e-05,0.0827,0.666,94.008,4.0,347.0,86.0,1.2793053545586106,spanish,18
170720,False,10,The Prophet,The Hardcore Archive Part 3 (1997),0.603,0.981,7,-3.677,0.0571,0.00125,0.297,0.0831,0.191,92.007,4.0,257.0,64.0,4.067085953878407,happy,9
333666,False,22,Moonspell,Sin / Pecado,0.479,0.911,9,-6.739,0.0805,0.00103,0.451,0.219,0.488,119.985,4.0,661.0,166.0,1.343558282208589,black-metal,2
